saved_at,experiment_name,experiment_type,record_status,error_message,prompt,rag_enabled,rag_type,rag_search_time_s,rag_query_generation_time_s,llm_total_time_s,llm_query_gen_time_s,llm_command_gen_time_s,robot_simulation_time_s,truck_simulation_time_s,uav_simulation_time_s,robot_success,truck_success,uav_success,total_time_s,detail_json_file,extra_json
2026-04-22T14:21:08.675678,ablation_no_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",False,none,0.0,0.0,41.705397605895996,0.0,41.705397605895996,10.185441970825195,2304.0,1268.62,True,True,True,62.8930823802948,ablation_no_rag_p1_r1_20260422_142108.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""no_rag"", ""display_name"": ""无RAG (仅LLM)"", ""enable_rag"": false, ""rag_type"": ""none""}"
2026-04-22T14:22:19.440448,ablation_text_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,rag,1.329268455505371,8.43989109992981,44.23909258842468,8.43989109992981,35.79920148849487,10.15352487564087,3060.0,1871.25,True,True,True,67.76282715797424,ablation_text_rag_p1_r1_20260422_142219.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""text_rag"", ""display_name"": ""Text RAG (GraphRAG预处理文本单元)"", ""enable_rag"": true, ""rag_type"": ""rag""}"
2026-04-22T14:23:45.050972,ablation_raw_text_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,raw_rag,1.2835938930511475,29.645294189453125,60.1276433467865,29.645294189453125,30.482349157333374,10.15817642211914,2664.0,2342.69,True,True,True,82.60546159744263,ablation_raw_text_rag_p1_r1_20260422_142345.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""raw_text_rag"", ""display_name"": ""Raw Text RAG (原始文本)"", ""enable_rag"": true, ""rag_type"": ""raw_rag""}"
2026-04-22T14:24:44.452414,ablation_graphrag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,4.542938232421875,11.12293004989624,28.660077333450317,11.12293004989624,17.537147283554077,10.148208141326904,2448.0,0.0,True,True,True,56.396761655807495,ablation_graphrag_p1_r1_20260422_142444.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""graphrag"", ""display_name"": ""GraphRAG (知识图谱)"", ""enable_rag"": true, ""rag_type"": ""graphrag""}"
2026-04-22T14:47:40.184770,ablation_no_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",False,none,0.0,0.0,17.041207790374756,0.0,17.041207790374756,10.231335163116455,3060.0,1870.33,True,True,True,42.250436782836914,ablation_no_rag_p1_r1_20260422_144740.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""no_rag"", ""display_name"": ""无RAG (仅LLM)"", ""enable_rag"": false, ""rag_type"": ""none""}"
2026-04-22T14:48:11.906496,ablation_text_rag_p1_r1,ablation,failed,未找到顶层JSON结构,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,rag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,28.717157125473022,ablation_text_rag_p1_r1_20260422_144811.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""text_rag"", ""display_name"": ""Text RAG (GraphRAG预处理文本单元)"", ""enable_rag"": true, ""rag_type"": ""rag""}"
2026-04-22T14:49:30.687059,ablation_raw_text_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,raw_rag,0.0611422061920166,10.263712406158447,54.49909210205078,10.263712406158447,44.235379695892334,10.238955020904541,88560.0,0.0,True,True,True,75.77581453323364,ablation_raw_text_rag_p1_r1_20260422_144930.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""raw_text_rag"", ""display_name"": ""Raw Text RAG (原始文本)"", ""enable_rag"": true, ""rag_type"": ""raw_rag""}"
2026-04-22T14:51:14.980474,ablation_graphrag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,3.7318246364593506,30.694629192352295,75.35969305038452,30.694629192352295,44.66506385803223,10.198369026184082,2340.0,372.72,True,True,True,101.28850150108337,ablation_graphrag_p1_r1_20260422_145114.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""graphrag"", ""display_name"": ""GraphRAG (知识图谱)"", ""enable_rag"": true, ""rag_type"": ""graphrag""}"
2026-04-22T15:19:56.493836,ablation_no_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",False,none,0.0,0.0,20.610668420791626,0.0,20.610668420791626,10.266335010528564,2304.0,2467.69,True,True,True,43.82605528831482,ablation_no_rag_p1_r1_20260422_151956.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""no_rag"", ""display_name"": ""无RAG (仅LLM)"", ""enable_rag"": false, ""rag_type"": ""none""}"
2026-04-22T15:20:29.692263,ablation_text_rag_p1_r1,ablation,failed,未找到顶层JSON结构,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,rag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,30.193872451782227,ablation_text_rag_p1_r1_20260422_152029.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""text_rag"", ""display_name"": ""Text RAG (GraphRAG预处理文本单元)"", ""enable_rag"": true, ""rag_type"": ""rag""}"
2026-04-22T15:21:55.747167,ablation_raw_text_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,raw_rag,0.07674503326416016,13.693289995193481,57.7523353099823,13.693289995193481,44.05904531478882,10.281238555908203,2448.0,0.0,True,True,True,83.04963278770447,ablation_raw_text_rag_p1_r1_20260422_152155.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""raw_text_rag"", ""display_name"": ""Raw Text RAG (原始文本)"", ""enable_rag"": true, ""rag_type"": ""raw_rag""}"
2026-04-22T15:23:11.895642,ablation_graphrag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,5.181045293807983,20.28766369819641,47.77753710746765,20.28766369819641,27.48987340927124,10.189142227172852,2448.0,0.0,True,True,True,73.14310073852539,ablation_graphrag_p1_r1_20260422_152311.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""graphrag"", ""display_name"": ""GraphRAG (知识图谱)"", ""enable_rag"": true, ""rag_type"": ""graphrag""}"
2026-04-22T15:25:30.071324,ablation_no_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",False,none,0.0,0.0,37.08298707008362,0.0,37.08298707008362,10.179293155670166,2520.0,183.65,True,True,True,60.26825213432312,ablation_no_rag_p1_r1_20260422_152530.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""no_rag"", ""display_name"": ""无RAG (仅LLM)"", ""enable_rag"": false, ""rag_type"": ""none""}"
2026-04-22T15:37:52.107832,ablation_no_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",False,none,0.0,0.0,26.34274411201477,0.0,26.34274411201477,-1,-1,-1,False,False,False,206.44355845451355,ablation_no_rag_p1_r1_20260422_153752.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""no_rag"", ""display_name"": ""无RAG (仅LLM)"", ""enable_rag"": false, ""rag_type"": ""none""}"
2026-04-22T15:41:55.377099,ablation_text_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,rag,0.08836197853088379,41.276273012161255,59.99837899208069,41.276273012161255,18.722105979919434,-1,-1,-1,False,False,False,240.265718460083,ablation_text_rag_p1_r1_20260422_154155.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""text_rag"", ""display_name"": ""Text RAG (GraphRAG预处理文本单元)"", ""enable_rag"": true, ""rag_type"": ""rag""}"
2026-04-22T15:50:18.206055,ablation_no_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",False,none,0.0,0.0,23.44248676300049,0.0,23.44248676300049,-1,-1,-1,False,False,False,203.6008050441742,ablation_no_rag_p1_r1_20260422_155018.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""no_rag"", ""display_name"": ""无RAG (仅LLM)"", ""enable_rag"": false, ""rag_type"": ""none""}"
2026-04-22T15:50:42.913045,ablation_text_rag_p1_r1,ablation,failed,未找到顶层JSON结构,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,rag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,21.705372095108032,ablation_text_rag_p1_r1_20260422_155042.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""text_rag"", ""display_name"": ""Text RAG (GraphRAG预处理文本单元)"", ""enable_rag"": true, ""rag_type"": ""rag""}"
2026-04-22T15:56:44.479489,ablation_no_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",False,none,0.0,0.0,15.508031368255615,0.0,15.508031368255615,-1,-1,-1,False,False,False,195.66297483444214,ablation_no_rag_p1_r1_20260422_155644.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""no_rag"", ""display_name"": ""无RAG (仅LLM)"", ""enable_rag"": false, ""rag_type"": ""none""}"
2026-04-22T16:00:56.890972,ablation_text_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,rag,0.07118701934814453,23.59010148048401,69.17126178741455,23.59010148048401,45.58116030693054,-1,-1,-1,False,False,False,249.40683794021606,ablation_text_rag_p1_r1_20260422_160056.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""text_rag"", ""display_name"": ""Text RAG (GraphRAG预处理文本单元)"", ""enable_rag"": true, ""rag_type"": ""rag""}"
2026-04-22T16:05:04.524173,ablation_raw_text_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,raw_rag,0.06960344314575195,14.520084857940674,64.47159218788147,14.520084857940674,49.951507329940796,-1,-1,-1,False,False,False,244.6285355091095,ablation_raw_text_rag_p1_r1_20260422_160504.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""raw_text_rag"", ""display_name"": ""Raw Text RAG (原始文本)"", ""enable_rag"": true, ""rag_type"": ""raw_rag""}"
2026-04-22T16:10:18.142451,comparison_baseline_p1_r1,comparison,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,4.982610464096069,9.030555486679077,73.94331169128418,9.030555486679077,64.9127562046051,-1,-1,-1,False,False,False,259.3827645778656,comparison_baseline_p1_r1_20260422_161018.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""baseline"", ""display_name"": ""基线方案 (GraphRAG + LLM)"", ""algorithm"": ""standard"", ""config"": {""name"": ""baseline"", ""display_name"": ""基线方案 (GraphRAG + LLM)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""standard"", ""algorithm_params"": {""candidate_top_k"": 3}}}"
2026-04-22T16:14:06.392220,comparison_ACO_p1_r1,comparison,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_aco_dispatch,4.876839876174927,14.959169387817383,14.959169387817383,14.959169387817383,0.0,-1,-1,-1,False,False,False,226.24616646766663,comparison_ACO_p1_r1_20260422_161406.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""ACO"", ""display_name"": ""蚁群算法 (Ant Colony Optimization)"", ""algorithm"": ""ACO"", ""config"": {""name"": ""ACO"", ""display_name"": ""蚁群算法 (Ant Colony Optimization)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""ACO"", ""algorithm_params"": {""candidate_top_k"": 3, ""num_ants"": 20, ""alpha"": 1.0, ""beta"": 2.0, ""rho"": 0.5, ""max_iterations"": 50}}}"
2026-04-22T16:18:18.617277,comparison_baseline_p1_r1,comparison,completed,robot: ReadTimeout | truck: ReadTimeout | uav: ReadTimeout,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,5.068767547607422,14.294886112213135,34.61267685890198,14.294886112213135,20.317790746688843,-1,-1,-1,False,False,False,100.03675174713135,comparison_baseline_p1_r1_20260422_161818.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""baseline"", ""display_name"": ""基线方案 (GraphRAG + LLM)"", ""algorithm"": ""standard"", ""config"": {""name"": ""baseline"", ""display_name"": ""基线方案 (GraphRAG + LLM)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""standard"", ""algorithm_params"": {""candidate_top_k"": 3}}}"
2026-04-22T16:19:55.575955,comparison_ACO_p1_r1,comparison,completed,robot: ReadTimeout | truck: ReadTimeout | uav: ReadTimeout,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_aco_dispatch,4.501183032989502,15.286816358566284,15.286816358566284,15.286816358566284,0.0,-1,-1,-1,False,False,False,94.95531892776489,comparison_ACO_p1_r1_20260422_161955.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""ACO"", ""display_name"": ""蚁群算法 (Ant Colony Optimization)"", ""algorithm"": ""ACO"", ""config"": {""name"": ""ACO"", ""display_name"": ""蚁群算法 (Ant Colony Optimization)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""ACO"", ""algorithm_params"": {""candidate_top_k"": 3, ""num_ants"": 20, ""alpha"": 1.0, ""beta"": 2.0, ""rho"": 0.5, ""max_iterations"": 50}}}"
2026-04-22T16:21:50.531101,comparison_GA_p1_r1,comparison,completed,robot: ReadTimeout | truck: ReadTimeout | uav: ReadTimeout,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_ga_dispatch,5.301076650619507,10.996464014053345,10.996464014053345,10.996464014053345,0.0,-1,-1,-1,False,False,False,112.95183944702148,comparison_GA_p1_r1_20260422_162150.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""GA"", ""display_name"": ""遗传算法 (Genetic Algorithm)"", ""algorithm"": ""GA"", ""config"": {""name"": ""GA"", ""display_name"": ""遗传算法 (Genetic Algorithm)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""GA"", ""algorithm_params"": {""candidate_top_k"": 3, ""population_size"": 50, ""crossover_rate"": 0.8, ""mutation_rate"": 0.1, ""elite_size"": 5, ""max_iterations"": 50}}}"
2026-04-22T16:31:29.957038,comparison_baseline_p1_r1,comparison,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,5.031153202056885,8.94045352935791,28.742615938186646,8.94045352935791,19.802162408828735,10.933191776275635,2700.0,703.12,True,True,True,56.31470322608948,comparison_baseline_p1_r1_20260422_163129.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""baseline"", ""display_name"": ""基线方案 (GraphRAG + LLM)"", ""algorithm"": ""standard"", ""config"": {""name"": ""baseline"", ""display_name"": ""基线方案 (GraphRAG + LLM)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""standard"", ""algorithm_params"": {""candidate_top_k"": 3}}}"
2026-04-22T16:32:45.002477,comparison_ACO_p1_r1,comparison,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_aco_dispatch,5.2151501178741455,10.379055261611938,10.379055261611938,10.379055261611938,0.0,10.160079002380371,2124.0,1006.4,True,True,True,73.04175519943237,comparison_ACO_p1_r1_20260422_163245.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""ACO"", ""display_name"": ""蚁群算法 (Ant Colony Optimization)"", ""algorithm"": ""ACO"", ""config"": {""name"": ""ACO"", ""display_name"": ""蚁群算法 (Ant Colony Optimization)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""ACO"", ""algorithm_params"": {""candidate_top_k"": 3, ""num_ants"": 20, ""alpha"": 1.0, ""beta"": 2.0, ""rho"": 0.5, ""max_iterations"": 50}}}"
2026-04-22T16:33:58.052214,comparison_GA_p1_r1,comparison,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_ga_dispatch,5.188695430755615,15.90471363067627,15.90471363067627,15.90471363067627,0.0,10.189957618713379,2124.0,1010.71,True,True,True,71.04641056060791,comparison_GA_p1_r1_20260422_163358.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""GA"", ""display_name"": ""遗传算法 (Genetic Algorithm)"", ""algorithm"": ""GA"", ""config"": {""name"": ""GA"", ""display_name"": ""遗传算法 (Genetic Algorithm)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""GA"", ""algorithm_params"": {""candidate_top_k"": 3, ""population_size"": 50, ""crossover_rate"": 0.8, ""mutation_rate"": 0.1, ""elite_size"": 5, ""max_iterations"": 50}}}"
2026-04-22T16:36:32.575521,ablation_no_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",False,none,0.0,0.0,35.50146222114563,0.0,35.50146222114563,10.237419605255127,2700.0,744.85,True,True,True,55.666741609573364,ablation_no_rag_p1_r1_20260422_163632.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""no_rag"", ""display_name"": ""无RAG (仅LLM)"", ""enable_rag"": false, ""rag_type"": ""none""}"
2026-04-22T16:37:39.973213,ablation_text_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,rag,0.06063532829284668,8.27376413345337,42.14746356010437,8.27376413345337,33.873699426651,10.14517068862915,2304.0,1271.52,True,True,True,64.39505195617676,ablation_text_rag_p1_r1_20260422_163739.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""text_rag"", ""display_name"": ""Text RAG (GraphRAG预处理文本单元)"", ""enable_rag"": true, ""rag_type"": ""rag""}"
2026-04-22T16:38:55.131803,ablation_raw_text_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,raw_rag,0.07411003112792969,18.03545355796814,47.8825044631958,18.03545355796814,29.84705090522766,10.213890075683594,2448.0,0.0,True,True,True,72.15090870857239,ablation_raw_text_rag_p1_r1_20260422_163855.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""raw_text_rag"", ""display_name"": ""Raw Text RAG (原始文本)"", ""enable_rag"": true, ""rag_type"": ""raw_rag""}"
2026-04-22T16:39:55.975942,ablation_graphrag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,4.98713231086731,14.326143026351929,30.657254695892334,14.326143026351929,16.331111669540405,10.161607265472412,2664.0,2353.62,True,True,True,57.84135842323303,ablation_graphrag_p1_r1_20260422_163955.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""graphrag"", ""display_name"": ""GraphRAG (知识图谱)"", ""enable_rag"": true, ""rag_type"": ""graphrag""}"
